ngram,random_color
dword_40E0DC 0B32Eh,"rgb(151,126,100)"
eax 0BF66h,"rgb(251,212,108)"
push 4986h,"rgb(254,6,91)"
edi 0BF66h,"rgb(235,38,229)"
esi 9355FA7Dh,"rgb(180,222,156)"
eax [esi+0D6h],"rgb(90,11,93)"
esi 12E5DE80h,"rgb(246,197,104)"
eax 0A82Ah,"rgb(228,226,60)"
dword_40E044 0AD01h,"rgb(140,67,138)"
eax 24BBh,"rgb(161,122,177)"
esi 5DE80000h,"rgb(127,112,167)"
dword_40E074 5DE80000h,"rgb(135,179,86)"
ebx 0CC9Dh,"rgb(94,231,136)"
esi 38BBh,"rgb(5,106,47)"
edi 11F8h,"rgb(236,129,18)"
push 0C604FC05h,"rgb(29,86,140)"
push 1A6Eh,"rgb(37,237,207)"
ebp [esi+5C66BA15h],"rgb(35,187,181)"
dword_40E0A4 0CEh,"rgb(160,116,16)"
[esp+1Ch+var_8] 0B565h,"rgb(152,16,166)"
eax [ebx+96A5h],"rgb(154,209,102)"
edi [ebx+440A27B1h],"rgb(177,51,187)"
edi 6DBB8B49h,"rgb(251,203,120)"
dword_40E0DC 6B253254h,"rgb(183,204,103)"
eax 5A1Dh,"rgb(22,229,198)"
esi 0AFFCh,"rgb(32,203,157)"
eax 0F0E5h,"rgb(140,211,102)"
eax 3D1188EBh,"rgb(24,151,219)"
dword_40E038 10h,"rgb(117,216,244)"
edi 5A1Dh,"rgb(109,185,232)"
[ebp+var_C] 8Bh,"rgb(215,189,245)"
eax 6636C7B9h,"rgb(229,25,102)"
ebx 71BFh,"rgb(50,143,80)"
ebx 0DE148400h,"rgb(26,117,124)"
edi [eax+96h],"rgb(246,129,202)"
esi 0A0E53001h,"rgb(116,218,23)"
esi 900FF6C4h,"rgb(213,75,182)"
dword_40E0F8 0BEh,"rgb(34,232,117)"
ebx 82CDh,"rgb(5,218,222)"
dword_40E0DC 3,"rgb(43,67,41)"
ebx 14Dh,"rgb(104,50,211)"
edx 0BAFCh,"rgb(99,250,151)"
esi 3A09Dh,"rgb(61,140,32)"
short loc_403F88,"rgb(169,155,207)"
eax 6F01067Fh,"rgb(35,76,82)"
eax 0FFFFFF1Dh,"rgb(208,249,128)"
eax 1C0FA2Fh,"rgb(251,188,78)"
eax 0F9B144B8h,"rgb(230,89,116)"
dword_40E04C 1A8EE9FEh,"rgb(155,111,10)"
edx 0B22Ch,"rgb(40,239,220)"
dword_40E08C 0FB81h,"rgb(213,219,57)"
ecx 83C0400h,"rgb(97,60,41)"
ecx 0EB7F0681h,"rgb(41,125,115)"
eax 0B22Ch,"rgb(195,172,189)"
ecx 2A97FC7Bh,"rgb(27,111,39)"
eax 0E032h,"rgb(166,240,61)"
dword_40E058 0DEB8h,"rgb(188,155,149)"
edx 9DF80000h,"rgb(146,40,118)"
edx 2D61AB8Fh,"rgb(253,249,58)"
eax [edx+34F4h],"rgb(47,225,222)"
push 2B0Fh,"rgb(222,101,63)"
ebx 0DDA6h,"rgb(28,32,57)"
ebp 90F0BCCFh,"rgb(180,122,120)"
edi 0C29DEB43h,"rgb(225,45,51)"
shl [esp+10h+arg_4],"rgb(88,25,66)"
[esp+10h+arg_4] 0Ch,"rgb(108,67,113)"
ecx 0EA9Bh,"rgb(119,71,64)"
edx 47921011h,"rgb(159,146,27)"
esi 0CDE4h,"rgb(239,218,82)"
edx 0C2A6h,"rgb(241,61,67)"
dword_40E038 617D6D81h,"rgb(168,184,34)"
esi [ecx+ecx*8+1CBh],"rgb(251,157,17)"
ecx 587FAC7Bh,"rgb(72,120,206)"
dword_40E044 19D73332h,"rgb(47,240,252)"
dword_40E058 0DFFFh,"rgb(198,22,3)"
dword_40E0DC 2Eh,"rgb(204,127,83)"
esi 2A788390h,"rgb(8,50,44)"
edi [esi+7360CF68h],"rgb(120,211,90)"
dword_40E0D4 4C70h,"rgb(142,148,147)"
dword_40E03C,"rgb(30,92,222)"
dword_40E0DC 4B10AAF7h,"rgb(80,162,198)"
eax 0D095C6EFh,"rgb(47,184,141)"
dword_40E078 8307h,"rgb(146,165,70)"
dword_40E08C 4B10ABE5h,"rgb(36,221,219)"
eax 7B9F7580h,"rgb(111,147,67)"
eax 0A043EA64h,"rgb(215,185,116)"
push 0D095C6EFh,"rgb(79,116,110)"
ecx [esi-5FBC159Ch],"rgb(144,66,117)"
esi 4802h,"rgb(237,127,247)"
push 0A3FBh,"rgb(83,5,59)"
edi [esi-57B24C7Ah],"rgb(64,211,250)"
dword_40E0D4 6290ADA5h,"rgb(119,167,117)"
eax [edi-8C24h],"rgb(183,53,87)"
esi 0D87BB237h,"rgb(148,67,111)"
dword_40E08C 21h,"rgb(136,85,0)"
dword_40E058 78h,"rgb(16,38,128)"
eax 511F831h,"rgb(205,237,234)"
ecx 6EC7A984h,"rgb(254,142,224)"
edi [esi-8404h],"rgb(227,102,30)"
dword_40E0D4 0EAh,"rgb(30,50,30)"
esi [edi-0D650h],"rgb(37,72,213)"
mov byte_40E052,"rgb(252,222,139)"
byte_40E052 al,"rgb(164,218,238)"
edi 11A3105Ch,"rgb(127,166,60)"
dword_40E03C 68951246h,"rgb(171,8,218)"
esi 6F596F3Dh,"rgb(149,56,192)"
edi 6B12h,"rgb(7,198,62)"
edi 7ABFh,"rgb(106,130,251)"
edi [eax+0A4E1h],"rgb(159,129,222)"
push 0EFA6FAE6h,"rgb(19,29,134)"
esi 5929h,"rgb(21,73,46)"
push 0B30962F9h,"rgb(178,89,1)"
edi 1956F3A7h,"rgb(140,108,108)"
dword_40E04C 6D25B2A3h,"rgb(5,65,98)"
eax 6A4472FBh,"rgb(100,194,253)"
esi 9B1Ch,"rgb(81,100,18)"
push 6A4472FBh,"rgb(230,162,93)"
edi 9F2Dh,"rgb(184,8,19)"
edi 0AADFh,"rgb(232,34,77)"
push 0D850h,"rgb(175,55,215)"
ecx 6A440FF2h,"rgb(32,90,140)"
edi [ecx+0F30Bh],"rgb(84,150,94)"
esi 403014D1h,"rgb(206,178,6)"
ecx 0EAD8h,"rgb(127,204,79)"
ebx 6684h,"rgb(205,138,37)"
ebx 0D9F8h,"rgb(132,74,63)"
edi 0A2000000h,"rgb(85,63,73)"
edi 0B67F5306h,"rgb(18,158,21)"
eax 9870h,"rgb(169,96,170)"
edi 0E022h,"rgb(248,123,232)"
push 3DC77E29h,"rgb(19,144,153)"
esi 0F7D38A5h,"rgb(165,2,3)"
esi 4F9D5A9Bh,"rgb(129,161,107)"
edx 4F38189Eh,"rgb(175,4,240)"
short loc_4049C6,"rgb(172,155,36)"
eax 20B2A419h,"rgb(91,188,41)"
eax 7879h,"rgb(178,173,240)"
ecx 16Bh,"rgb(191,245,158)"
esi 282BEEEEh,"rgb(133,175,200)"
eax 54DA2F94h,"rgb(147,62,24)"
edx [eax+6E3BE4B2h],"rgb(54,108,168)"
eax 0A59Dh,"rgb(202,118,92)"
ecx 0D0100000h,"rgb(152,26,7)"
eax 13CC263Fh,"rgb(160,183,199)"
edi [esi+2FF00000h],"rgb(124,163,0)"
dword_40E058 6Ah,"rgb(117,152,91)"
dword_40E04C 70F71780h,"rgb(68,85,241)"
ecx 7C65A24Ch,"rgb(137,21,189)"
eax 0C4CA0F83h,"rgb(218,54,188)"
dword_40E078 1,"rgb(232,52,25)"
dword_40E03C 4B0BAF69h,"rgb(50,64,57)"
esi 0E4E3780h,"rgb(116,204,8)"
dword_40E058 0D0h,"rgb(255,230,119)"
esi 509AADB2h,"rgb(208,144,130)"
jz loc_404C88,"rgb(76,190,233)"
dword_40E074 12A8061Bh,"rgb(192,198,149)"
dword_40E04C 68403428h,"rgb(179,237,233)"
esi 9F104B84h,"rgb(100,76,49)"
esi 6078C0E8h,"rgb(126,132,241)"
push 58B7h,"rgb(209,39,222)"
esi 6840441Ch,"rgb(19,154,3)"
eax 120C8B14h,"rgb(213,192,252)"
ecx 568Ah,"rgb(44,104,55)"
eax 568Ah,"rgb(235,165,79)"
eax 21FB1211h,"rgb(19,251,57)"
eax 7EED62B7h,"rgb(203,162,57)"
esi [eax+5F64h],"rgb(170,136,36)"
eax 0A294E493h,"rgb(25,27,70)"
eax 0FE46F1D6h,"rgb(65,73,46)"
ebp 0C8144C81h,"rgb(83,133,190)"
esi 4F52B83Ch,"rgb(115,227,162)"
esi 53217E75h,"rgb(37,232,66)"
ebx 39C8000h,"rgb(99,190,175)"
edi 4178C46Ch,"rgb(215,38,240)"
ebp 48243A1Fh,"rgb(197,103,51)"
ecx [edi-92ABh],"rgb(129,25,116)"
dword_40E0D4 4C05A565h,"rgb(50,59,148)"
eax 0F670h,"rgb(173,190,61)"
eax 0EF126C03h,"rgb(168,27,236)"
edi 59112B44h,"rgb(137,231,4)"
ebx 0B3FA5A9Bh,"rgb(229,155,83)"
esi 0FFFF1B02h,"rgb(6,21,161)"
esi 5C91C223h,"rgb(247,118,206)"
dword_40E04C 4C05A565h,"rgb(42,201,102)"
edi 0D439h,"rgb(144,78,91)"
ecx 0F670h,"rgb(242,115,221)"
short loc_404F5E,"rgb(152,44,246)"
ecx 754Fh,"rgb(33,147,127)"
dword_40E044 49h,"rgb(77,196,47)"
eax 1591h,"rgb(195,62,129)"
eax 5A4Bh,"rgb(111,15,215)"
ecx 7EAFh,"rgb(1,224,241)"
eax 0A983h,"rgb(198,95,243)"
eax 68E7h,"rgb(107,227,185)"
eax 0C92Bh,"rgb(179,93,22)"
esi 66E25FD0h,"rgb(95,232,233)"
mov off_40E064,"rgb(161,99,200)"
off_40E064 eax,"rgb(21,112,165)"
eax 6083F3D8h,"rgb(22,131,210)"
ebx [edi+0CDh],"rgb(3,220,228)"
push 66E2F9AFh,"rgb(134,155,78)"
esi 4644E7DFh,"rgb(106,250,6)"
[ebp+var_4] 463FB5B3h,"rgb(97,215,183)"
esi 95BAh,"rgb(136,56,44)"
dword_40E058 0E8C07D2Ch,"rgb(16,100,222)"
esi 6BA9DCA5h,"rgb(73,143,249)"
esi 0FFFF1D2Eh,"rgb(24,56,242)"
edi 0A4C8h,"rgb(191,40,32)"
ecx 7A62h,"rgb(220,223,71)"
edx 0D34Eh,"rgb(52,88,153)"
esi 100363F4h,"rgb(59,229,12)"
[ebp-4] 48h,"rgb(126,13,6)"
esi 60F0h,"rgb(168,241,159)"
[ebp-4] 0C83h,"rgb(78,56,209)"
dword_40E0DC 0E674h,"rgb(126,74,23)"
edi 3861h,"rgb(204,135,197)"
[ebp-4] 4063F3ADh,"rgb(166,18,5)"
eax 6E090553h,"rgb(114,186,200)"
short loc_40528E,"rgb(166,150,55)"
ecx 17E09FB1h,"rgb(55,188,18)"
push 0E482EC95h,"rgb(225,59,96)"
ecx 4151281Ah,"rgb(15,82,145)"
dword_40E0A4 0F8h,"rgb(131,194,92)"
and dword_40E04C,"rgb(237,246,28)"
dword_40E0F8 3EE1h,"rgb(192,253,46)"
push 8430h,"rgb(200,4,246)"
push 9F1Eh,"rgb(38,115,149)"
eax 9F5Fh,"rgb(122,79,77)"
dword_40E074 88FAh,"rgb(105,165,89)"
eax 896Ch,"rgb(126,78,239)"
push 9935C9F6h,"rgb(169,129,186)"
dword_40E0F8 66CA360Ah,"rgb(99,83,211)"
dword_40E08C 0C11h,"rgb(121,68,30)"
dword_40E074 100h,"rgb(154,223,90)"
eax 27983CBAh,"rgb(4,87,30)"
edi 2C0Fh,"rgb(196,169,111)"
edx 0DD6037C4h,"rgb(250,91,168)"
edi 1A30h,"rgb(213,122,56)"
push 0BA83h,"rgb(209,15,92)"
esi 4A540021h,"rgb(234,24,89)"
dword_40E0A4 62635A82h,"rgb(13,236,170)"
dword_40E044 0FCh,"rgb(173,80,174)"
eax 1E9BC7A2h,"rgb(115,144,7)"
esi 0D83Bh,"rgb(9,60,208)"
edi 961C8F52h,"rgb(9,81,231)"
ecx 60969FA2h,"rgb(4,30,159)"
esi 1AD5h,"rgb(169,19,194)"
ecx 414EB129h,"rgb(111,98,182)"
eax 4D05h,"rgb(65,19,155)"
dword_40E0AC 6226h,"rgb(200,176,223)"
eax 12B461h,"rgb(127,13,195)"
short loc_4055BE,"rgb(69,237,199)"
dword_40E04C 0CCAEh,"rgb(169,246,213)"
eax 7E6B395Eh,"rgb(107,68,196)"
edx 7F55h,"rgb(177,109,239)"
ecx 5511h,"rgb(214,102,26)"
eax 0FFFF6C55h,"rgb(179,11,102)"
edi 7F55h,"rgb(115,190,81)"
dword_40E0A4 9Bh,"rgb(82,75,75)"
eax 0C48Eh,"rgb(65,208,219)"
esi 8D741090h,"rgb(118,235,42)"
ecx 0E219h,"rgb(216,186,127)"
edi 86FBh,"rgb(242,83,31)"
eax 4408h,"rgb(45,67,110)"
esi 9BB9h,"rgb(132,228,140)"
dword_40E038 0ACB4h,"rgb(77,188,52)"
eax 12144040h,"rgb(26,17,51)"
esi [eax-3C9Ch],"rgb(238,112,250)"
dword_40E08C 51h,"rgb(122,16,193)"
and dword_40E044,"rgb(235,254,101)"
dword_40E08C 0D54h,"rgb(191,164,169)"
eax 0EFD171Fh,"rgb(233,156,184)"
dword_40E03C 8,"rgb(196,127,158)"
dword_40E04C 8CBFh,"rgb(132,166,7)"
esi 4CA5h,"rgb(197,4,154)"
ecx 60E43730h,"rgb(69,21,222)"
eax 5FE4E103h,"rgb(94,180,174)"
esi 8F3390D2h,"rgb(246,98,42)"
push 0F4D2h,"rgb(255,20,75)"
ebx 0B3A7h,"rgb(112,158,29)"
ebp 0ECA5779Dh,"rgb(224,75,103)"
dword_40E0DC 60h,"rgb(124,6,135)"
ebp 13BAh,"rgb(83,102,254)"
eax 0FB56h,"rgb(59,104,182)"
dword_40E0DC 0FFE2h,"rgb(10,85,71)"
eax 0ACB08CBh,"rgb(40,96,99)"
dword_40E074 0ACB3D8Eh,"rgb(192,71,235)"
eax 482Eh,"rgb(107,190,155)"
eax 43E72CB1h,"rgb(111,65,95)"
and dword_40E0A4,"rgb(170,226,70)"
dword_40E078 0F798h,"rgb(62,174,65)"
dword_40E0D4 69A78000h,"rgb(196,191,106)"
esi 0E120h,"rgb(109,213,75)"
ebx 0C0226BC0h,"rgb(184,168,198)"
ecx 8251h,"rgb(139,188,193)"
dword_40E044 0F42Ah,"rgb(162,155,122)"
ecx 0C78FD8D6h,"rgb(29,145,131)"
ecx [esi+0F42Ah],"rgb(46,22,101)"
esi 19F8h,"rgb(144,128,147)"
eax 0D467311h,"rgb(23,218,161)"
edi 7263C40Eh,"rgb(195,179,2)"
ebp 0FE0CFDB3h,"rgb(133,56,247)"
short loc_405B2A,"rgb(220,173,132)"
ebx [eax-76FECB80h],"rgb(166,88,249)"
dword_40E0F8 680000h,"rgb(240,228,236)"
edi 5B9Eh,"rgb(150,104,218)"
esi 0FB2Bh,"rgb(219,68,208)"
eax 0FFFF88A5h,"rgb(182,200,105)"
dword_40E0F8 98h,"rgb(23,241,233)"
dword_40E074 7B61D0A3h,"rgb(190,27,69)"
[esp+0] 849E2F5Dh,"rgb(204,105,234)"
eax 901C0A53h,"rgb(184,63,229)"
eax 0E2B3FE89h,"rgb(2,89,162)"
dword_40E0A4 26CEh,"rgb(70,13,14)"
eax 2013FB2Dh,"rgb(139,172,116)"
eax 0A23502A8h,"rgb(104,244,12)"
dword_40E044 0C1h,"rgb(152,36,90)"
dword_40E03C 61h,"rgb(249,18,150)"
eax 8D6Ch,"rgb(14,89,82)"
eax 28311554h,"rgb(190,132,85)"
push 27C5h,"rgb(31,35,77)"
dword_40E0A4 7C3B0BD4h,"rgb(235,99,30)"
dword_40E074 50h,"rgb(193,246,40)"
esi 0C28314B7h,"rgb(246,59,64)"
dword_40E0F8 50h,"rgb(43,86,10)"
dword_40E078 62817B1h,"rgb(166,102,42)"
esi 65CF7D19h,"rgb(252,187,145)"
dword_40E0AC 0C8h,"rgb(52,84,166)"
esi 5257h,"rgb(77,171,28)"
esi 0FB05h,"rgb(231,16,206)"
edx 0FFFF4522h,"rgb(35,100,164)"
dword_40E074 0B4C61E2Bh,"rgb(5,94,208)"
ecx 4B39E1D5h,"rgb(224,62,142)"
eax 66E59438h,"rgb(30,81,110)"
eax 0FFFF023Bh,"rgb(29,61,83)"
esi 0F37Eh,"rgb(151,42,42)"
short locret_405EB4,"rgb(147,141,40)"
[esp+14h+var_4] 87FB055Ah,"rgb(51,197,67)"
edi 7D2EBACDh,"rgb(9,249,99)"
dword_40E044 7B09h,"rgb(96,221,253)"
[esp+14h+var_4] 0FFFF87FBh,"rgb(227,130,100)"
edi 7B09h,"rgb(207,82,112)"
push 3B8322Ah,"rgb(143,120,199)"
dword_40E0DC 0A1h,"rgb(120,71,151)"
dword_40E0F8 0CCF0h,"rgb(54,201,118)"
ebp 0FFFFFF37h,"rgb(18,226,92)"
call sub_406004,"rgb(98,20,7)"
dword_40E03C 78EC0033h,"rgb(149,216,127)"
eax 9DE6h,"rgb(210,60,51)"
esi 32E8h,"rgb(67,0,20)"
dword_40E0AC 74E7780Eh,"rgb(146,0,187)"
eax 74E862A9h,"rgb(20,114,150)"
eax 2AA76543h,"rgb(254,225,60)"
ebx 7EBD551h,"rgb(80,150,69)"
esi 7CD1h,"rgb(199,20,39)"
dword_40E038 204h,"rgb(244,123,50)"
push 6BA96807h,"rgb(111,220,127)"
push 710Ah,"rgb(15,81,164)"
eax 0A2F50h,"rgb(199,163,220)"
ebp 0B2Ch,"rgb(126,207,162)"
dword_40E03C 0CBC0h,"rgb(30,32,73)"
ebx 0BBDFAA82h,"rgb(211,79,216)"
edi 13BD6900h,"rgb(123,44,255)"
[esp+18h+var_4] 0FD64B164h,"rgb(166,205,181)"
edi 34D63BC7h,"rgb(207,219,248)"
esi 7F87D42Eh,"rgb(208,179,244)"
eax 0C8D5A7B4h,"rgb(96,100,12)"
[esp+20h+var_C] 4152E4EAh,"rgb(23,251,131)"
esi 87384BBh,"rgb(228,109,141)"
esi 191CB7A9h,"rgb(133,211,47)"
dword_40E044 69h,"rgb(104,136,69)"
short loc_4062B6,"rgb(18,140,34)"
[esp+1Ch+var_C] 80122AC7h,"rgb(48,101,175)"
eax 751FE689h,"rgb(44,63,24)"
call sub_409252,"rgb(120,247,116)"
ebp 0A33Ch,"rgb(35,109,154)"
esi 0EB221088h,"rgb(202,225,252)"
[esp+1Ch+var_C] 9D88720Eh,"rgb(26,1,178)"
call sub_40924C,"rgb(248,112,58)"
dword_40E04C 751FE689h,"rgb(127,101,105)"
ebp 0EFD16688h,"rgb(166,174,168)"
esi 0F463EF69h,"rgb(80,160,118)"
edi 2F548D3Bh,"rgb(171,101,157)"
jz loc_40645E,"rgb(132,2,71)"
edi 69ECh,"rgb(176,227,50)"
ecx 82DE4265h,"rgb(39,89,93)"
dword_40E074 7E8FEED9h,"rgb(16,13,48)"
eax 1162E821h,"rgb(145,237,115)"
dword_40E0F8 0BE2Fh,"rgb(230,184,183)"
esi 7F53000h,"rgb(255,72,238)"
eax 4271h,"rgb(38,242,79)"
eax 6314h,"rgb(239,149,41)"
push 0A7255DAAh,"rgb(1,130,117)"
dword_40E0AC 5A8Dh,"rgb(118,49,131)"
dword_40E038 0A935h,"rgb(9,110,27)"
ecx 0EFD2h,"rgb(27,232,110)"
eax 0B1D7B3D5h,"rgb(9,177,229)"
eax [ecx+91EEh],"rgb(191,19,7)"
edi [esi+0B4000h],"rgb(241,70,145)"
esi [edi+21B47B6Ah],"rgb(8,130,15)"
eax 0ABC3h,"rgb(53,248,105)"
eax 0FC3Ch,"rgb(81,235,6)"
esi 2C4Ch,"rgb(123,165,57)"
dword_40E074 7599A18Fh,"rgb(143,232,251)"
esi 106Ah,"rgb(190,215,15)"
esi 0A579h,"rgb(6,250,238)"
dword_40E0AC 0EC22h,"rgb(44,196,41)"
jge loc_4067BC,"rgb(107,199,125)"
dword_40E074 0C9h,"rgb(3,176,219)"
short loc_4067A8,"rgb(252,143,23)"
esi 60043Bh,"rgb(70,248,251)"
short loc_406787,"rgb(204,142,55)"
eax 0FFFFA7CCh,"rgb(160,12,103)"
esi 3C8Eh,"rgb(109,92,46)"
esi 4D08h,"rgb(173,145,13)"
esi 5AD3h,"rgb(44,170,118)"
push 3C938545h,"rgb(45,152,51)"
push 0E9883208h,"rgb(237,52,48)"
ebx 3C93854Ah,"rgb(88,210,218)"
esi 7AEF32Fh,"rgb(166,73,151)"
esi 0C949h,"rgb(31,140,148)"
eax 3C93854Ah,"rgb(80,54,167)"
esi 7EBAABFEh,"rgb(68,5,171)"
dword_40E08C 1D26h,"rgb(112,167,243)"
esi 8A75h,"rgb(199,127,97)"
offset loc_40C53A,"rgb(124,18,49)"
ecx ds:SetFilePointer,"rgb(102,84,34)"
eax [eax+ecx-0E8h],"rgb(253,253,39)"
eax [eax+ecx+6Eh],"rgb(244,234,30)"
eax [eax+ecx+75h],"rgb(117,32,20)"
eax 0FFFFFEDAh,"rgb(234,184,202)"
eax [eax+ecx-328h],"rgb(0,116,72)"
eax 0FFFF1437h,"rgb(126,142,192)"
eax 1AAh,"rgb(50,120,25)"
eax [eax+ecx+149Fh],"rgb(63,86,207)"
eax 0FFFFFE45h,"rgb(201,78,153)"
eax [eax+ecx+1F32h],"rgb(140,18,7)"
eax 0FFFFEFB7h,"rgb(247,169,203)"
eax 0FFFFF572h,"rgb(12,94,236)"
eax 0EB2h,"rgb(27,193,54)"
eax 0FFFFFCD0h,"rgb(224,185,107)"
eax 0AD2h,"rgb(254,135,16)"
eax [eax+ecx-0E2Ch],"rgb(151,49,29)"
eax [eax+ecx-2A9h],"rgb(222,33,63)"
eax 0FFFFAF48h,"rgb(161,117,217)"
eax [eax+ecx+0A12Fh],"rgb(30,112,248)"
eax 7B7Ch,"rgb(145,196,190)"
eax 15FE0h,"rgb(202,96,253)"
eax [eax+ecx-16253h],"rgb(94,195,118)"
ecx ds:EnumSystemLocalesA,"rgb(232,1,220)"
eax 0FFFD83CDh,"rgb(127,203,196)"
eax [eax+ecx-55F29h],"rgb(42,15,249)"
eax [eax+ecx+596F4h],"rgb(203,177,89)"
ecx ds:CompareStringA,"rgb(82,110,119)"
eax 0FFF35F18h,"rgb(251,168,19)"
eax [eax+ecx-0EF9BDh],"rgb(235,3,230)"
eax 0FFF537E5h,"rgb(188,77,229)"
eax 0B5C78h,"rgb(199,161,213)"
eax 153889h,"rgb(145,164,233)"
eax [eax+ecx+3B1FFEh],"rgb(36,32,72)"
eax 568Bh,"rgb(93,82,25)"
edi [ecx+7F827DE9h],"rgb(101,251,163)"
dword_40E0D4 568Bh,"rgb(5,252,50)"
edi 7FAA1FA5h,"rgb(249,181,102)"
edx 0E9B2h,"rgb(220,150,151)"
edx 35EA304Fh,"rgb(155,151,148)"
short locret_406BAC,"rgb(204,219,141)"
eax 0C9CDh,"rgb(126,48,87)"
edi 0FE6Ch,"rgb(94,42,222)"
push 0E0A2h,"rgb(181,213,73)"
eax 0FECEh,"rgb(73,72,246)"
dword_40E0AC 674D9AF6h,"rgb(103,15,161)"
ebp [esi-8Ch],"rgb(48,143,58)"
esi 309B7E90h,"rgb(58,186,137)"
push 410Ch,"rgb(245,91,193)"
esi [eax-4CCD7C26h],"rgb(30,124,196)"
dword_40E04C 0B33283DAh,"rgb(246,161,85)"
dword_40E04C 48h,"rgb(102,50,13)"
ebx 3E32h,"rgb(41,19,55)"
eax 567Eh,"rgb(140,184,65)"
ebx 0B97D651Eh,"rgb(195,126,228)"
esi 49D2C25Eh,"rgb(131,84,179)"
ebx 47DDh,"rgb(34,115,92)"
eax 26419D4Ah,"rgb(105,128,215)"
esi 0E433h,"rgb(34,26,140)"
dword_40E03C 0CFh,"rgb(51,170,78)"
esi [edi-6613330Eh],"rgb(139,31,220)"
ecx 1A6500h,"rgb(155,126,200)"
dword_40E03C 16h,"rgb(119,38,232)"
ecx 9073h,"rgb(119,222,220)"
eax [ecx+40E32B3Fh],"rgb(96,10,47)"
eax 0C9CBh,"rgb(72,172,115)"
edx [esi+175AD0BDh],"rgb(68,147,135)"
edi 8DFBh,"rgb(49,58,107)"
eax 8EF1h,"rgb(112,114,54)"
[esp+14h+arg_C] 5F38h,"rgb(49,13,100)"
edi 47BFE17h,"rgb(130,136,127)"
[esp+14h+arg_C] 1BEDED3h,"rgb(5,194,15)"
[esp+14h+var_4] 0FB3CAEh,"rgb(85,170,70)"
ebp 0DE21h,"rgb(158,167,36)"
eax 6CFAEDABh,"rgb(180,231,26)"
eax [edi-0F539CD4h],"rgb(106,77,211)"
eax 0A8535A4Eh,"rgb(240,84,246)"
esi 5137h,"rgb(180,219,175)"
dword_40E04C 132E2h,"rgb(207,164,95)"
ecx 13249h,"rgb(13,8,195)"
ebx 0FFFECD32h,"rgb(67,25,233)"
esi 13249h,"rgb(242,166,204)"
[ebp+var_C] 13CD1h,"rgb(138,117,1)"
ecx [ebx+132E2h],"rgb(200,68,96)"
eax [esi+7A48CA10h],"rgb(94,38,180)"
eax 7453h,"rgb(102,145,66)"
dword_40E08C 0BFB47565h,"rgb(112,220,209)"
esi 937Bh,"rgb(233,166,5)"
eax 0D8F5h,"rgb(138,145,211)"
dword_40E058 0E60Ah,"rgb(106,69,209)"
ecx 563Bh,"rgb(160,132,110)"
eax 0A494380Bh,"rgb(111,98,132)"
esi 6545ED83h,"rgb(51,30,187)"
esi 169CD6D5h,"rgb(236,130,199)"
edi 563Bh,"rgb(124,7,237)"
ebx 0A494380Bh,"rgb(51,217,151)"
ebx 4725h,"rgb(95,13,51)"
edi 0A562CEFCh,"rgb(150,211,213)"
eax [edi+6D1Eh],"rgb(224,174,232)"
esi [ebx+0E40Dh],"rgb(231,168,201)"
dword_40E03C 0EBh,"rgb(195,41,27)"
ebx 0A5Dh,"rgb(73,157,0)"
push 0F6635F1Ah,"rgb(130,184,24)"
dword_40E0F8 0EBh,"rgb(60,38,11)"
push 4E3Ah,"rgb(48,228,168)"
eax 3AC00000h,"rgb(5,95,71)"
push 18D6h,"rgb(69,51,149)"
ebx 6D0A59Eh,"rgb(50,62,17)"
eax [ebx+esi-0AFh],"rgb(24,44,34)"
esi 9D4D25D4h,"rgb(58,110,20)"
dword_40E04C 0A63Fh,"rgb(66,54,171)"
dword_40E03C 59h,"rgb(145,251,248)"
dword_40E0A4 1D64A7ECh,"rgb(202,1,208)"
ecx 609Dh,"rgb(22,42,196)"
ebp 258Ch,"rgb(232,131,211)"
esi 94C60CD0h,"rgb(122,129,197)"
ebp 4DE5C60Eh,"rgb(99,5,113)"
dword_40E03C 1Fh,"rgb(207,100,69)"
eax 0B21A5F7Eh,"rgb(24,234,186)"
ecx 0C1BF59Dh,"rgb(172,104,229)"
ebx 0FD58h,"rgb(1,67,165)"
esi 0FDA3h,"rgb(239,20,74)"
esi [ecx+4E1Ah],"rgb(162,94,185)"
dword_40E0DC 1D65E2FAh,"rgb(168,229,206)"
esi 6242h,"rgb(124,77,227)"
edi 0E8B7BC7Ah,"rgb(47,114,64)"
eax 0E54506B7h,"rgb(230,149,146)"
esi 0E54506B7h,"rgb(52,137,91)"
ecx 0D863C6C3h,"rgb(109,178,249)"
dword_40E0A4 offset,"rgb(173,144,134)"
offset unk_4176C1,"rgb(81,173,164)"
esi [ecx-118CCA90h],"rgb(154,96,193)"
edx 0FDA7h,"rgb(175,208,227)"
dword_40E0AC 0Ah,"rgb(10,36,158)"
eax 74E90D94h,"rgb(26,74,23)"
eax 0E654h,"rgb(183,226,97)"
short loc_407539,"rgb(175,139,97)"
esi 8D92h,"rgb(3,151,116)"
ecx 4462h,"rgb(68,108,224)"
dword_40E0DC 80h,"rgb(55,189,221)"
eax 0CEAF0C53h,"rgb(127,221,246)"
dword_40E04C 0B37Ch,"rgb(12,242,84)"
esi 203AD7CEh,"rgb(52,41,1)"
eax 666BFDFFh,"rgb(19,131,31)"
dword_40E0DC 37AFh,"rgb(200,171,18)"
